iteration,MSE_trg,MSE_val,MSE_tst,acc_trg,acc_val,acc_tst,f1_trg,f1_val,f1_tst,elapsed
0,0.0521056377743,0.0543133461882,0.0537552699719,0.93501048218,0.933054393305,0.939799331104,0.138888888889,0,0.181818181818,0.061438389
10,0.0414210804665,0.0388764242801,0.0395804191182,0.944444444444,0.949790794979,0.94983277592,0.0363636363636,0,0,0.763188941
20,0.0321438113951,0.0318391789913,0.0301254961751,0.95178197065,0.949790794979,0.953177257525,0,0,0,1.478717208
30,0.0259426447414,0.0265041973701,0.0248758334748,0.95178197065,0.949790794979,0.953177257525,0,0,0,2.20770637
40,0.0209769046482,0.0210365804719,0.0217332573102,0.953878406709,0.949790794979,0.953177257525,0.0833333333333,0,0,2.924792477
50,0.0126671321511,0.0125042266419,0.0152082822314,0.979035639413,0.983263598326,0.966555183946,0.72972972973,0.8,0.5,3.666903762
60,0.0112650421698,0.0133704798306,0.0155620898503,0.98322851153,0.979079497908,0.976588628763,0.789473684211,0.736842105263,0.666666666667,4.407744249
70,0.00864754626499,0.00840745400516,0.0126209122675,0.98427672956,0.987447698745,0.973244147157,0.805194805195,0.857142857143,0.6,5.162707215
80,0.00832404187557,0.00954156778075,0.0119307275146,0.98427672956,0.983263598326,0.979933110368,0.805194805195,0.8,0.727272727273,5.916644562
90,0.00757088056479,0.00780277980434,0.00964574423936,0.989517819706,0.991631799163,0.986622073579,0.878048780488,0.909090909091,0.833333333333,6.658731218
100,0.00655156616018,0.00716301144322,0.00816819354121,0.990566037736,0.991631799163,0.989966555184,0.894117647059,0.909090909091,0.88,7.394562929
110,0.00698504065178,0.00816386433586,0.010426756361,0.987421383648,0.987447698745,0.983277591973,0.85,0.857142857143,0.782608695652,8.134429969
120,0.00562838281351,0.00568947924438,0.00702132321083,0.990566037736,0.991631799163,0.989966555184,0.89156626506,0.909090909091,0.88,8.885550757
130,0.00540961040879,0.00597454957852,0.00688247332714,0.991614255765,0.991631799163,0.989966555184,0.904761904762,0.909090909091,0.88,9.631746272
140,0.00490620764181,0.00652877103073,0.00678365412727,0.993710691824,0.987447698745,0.989966555184,0.93023255814,0.869565217391,0.88,10.36164267
150,0.00532203684427,0.00554950069102,0.00753078466778,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,11.088472315
160,0.00485634408189,0.00530192226133,0.00660029205002,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,11.801053306
170,0.00480106647435,0.00485000851158,0.00646847831662,0.990566037736,0.991631799163,0.989966555184,0.89156626506,0.909090909091,0.88,12.522246774
180,0.00420830854954,0.00470510911292,0.00591348081721,0.991614255765,0.991631799163,0.989966555184,0.904761904762,0.909090909091,0.88,13.254082485
190,0.00465847662416,0.00495808363132,0.0064723586077,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,13.969179505
200,0.00460701291429,0.00469350002324,0.006383506565,0.991614255765,0.991631799163,0.989966555184,0.904761904762,0.909090909091,0.88,14.677289639
210,0.00401504206426,0.00442997602837,0.00618066666041,0.992662473795,0.991631799163,0.986622073579,0.917647058824,0.909090909091,0.833333333333,15.407100712
220,0.00492559865261,0.00459443613032,0.00657851683053,0.990566037736,0.991631799163,0.983277591973,0.894117647059,0.909090909091,0.782608695652,16.11431134
230,0.00444661777277,0.00477816870075,0.00587183554765,0.991614255765,0.991631799163,0.989966555184,0.904761904762,0.909090909091,0.88,16.84125558
240,0.00364961811155,0.00450035352795,0.00565229563195,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,17.564062757
250,0.00383466519548,0.00461237542446,0.0056882704159,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,18.282899018
260,0.00378376449491,0.00441195855148,0.00558577897184,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,18.976848298
270,0.00388724493257,0.00450304898255,0.0056272086576,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,19.705132659
280,0.0037795639333,0.00443971176261,0.00546403019834,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,20.41292859
290,0.0035877581483,0.00427569144313,0.00536628742537,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,21.136044548
300,0.00362849399644,0.00439149646353,0.00547740007231,0.992662473795,0.991631799163,0.989966555184,0.917647058824,0.909090909091,0.88,21.847717309
310,0.00355277920214,0.0042096349793,0.00534687958371,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,22.567344713
320,0.00331562327742,0.00420518943176,0.00519859234723,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,23.284765547
330,0.00350409373492,0.00414735588887,0.00531266679287,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,24.011139176
340,0.00334248064774,0.00417757700936,0.00524381725719,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,24.726111679
350,0.00332613953556,0.00421683308296,0.00513370627786,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,25.446025891
360,0.00336483757916,0.00418648470787,0.00544053538108,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,26.168691646
370,0.00337130165778,0.00412473806551,0.00533929713766,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,26.914226384
380,0.00345028298273,0.00420800304712,0.00527348239878,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,27.614819562
390,0.0033845377128,0.00425802173894,0.00533511439829,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,28.32515851
400,0.00319330063018,0.00407298223422,0.00514635127926,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,29.070281522
410,0.00324251699139,0.00412850962029,0.0052169457838,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,29.81918772
420,0.00346799031308,0.00420047727389,0.00556421277835,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,30.562695471
430,0.00326904554733,0.0040688858304,0.00529804776331,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,31.324591137
440,0.00328527163138,0.00400090700941,0.00520497662983,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,32.086117136
450,0.00315018694362,0.00417280887164,0.00514808208503,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,32.820538383
460,0.00324227518707,0.00405213664516,0.00529083510551,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,33.551657406
470,0.00324062558507,0.00404503250357,0.00529521170313,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,34.269209121
480,0.00325768539991,0.00405979571298,0.0052099225736,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,35.020603433
490,0.00320219108792,0.00410670260155,0.00513333971826,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,35.810190124
500,0.00318696175222,0.00419835363316,0.0051325880884,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,36.582842869
510,0.00321246197371,0.00418811684846,0.00514656010715,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,37.369898477
520,0.00312349630704,0.00420764905821,0.00508311459442,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,38.12978154
530,0.00323880375667,0.00423014880135,0.00524734343006,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,38.865902195
540,0.00325334055614,0.00419878513034,0.00516686457156,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,39.632994833
550,0.00318837668479,0.00410053332611,0.00510659372269,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,40.424337037
560,0.00320494627065,0.00418351964603,0.00518219051462,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,41.21384145
570,0.00345133343299,0.00434450231171,0.00535040843082,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,41.995218407
580,0.00316785283844,0.00432729984884,0.00518945169663,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,42.772329333
590,0.00323356100943,0.00411393104961,0.00510678693162,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,43.5465018
600,0.00329762132518,0.00417725834341,0.00516218328387,0.993710691824,0.991631799163,0.989966555184,0.93023255814,0.909090909091,0.88,44.304136764
